Title,Description,Price Range,Link,Image Path,Colors
Composed®,"Touchless single-hole lavatory faucet with Kinesis® sensor technology, DC-powered, 0.35 gpm",$913.55,/en/products/commercial/shop-commercial-faucets/composed-touchless-single-hole-lavatory-faucet-with-kinesis-sensor-technology-dc-powered-0-35-gpm-104c36-sata?skuId=104C36-SATA-CP,kohler\K-104C36-SATA-CP.jpg,Polished Chrome
Triton® Bowe®,"1.5 gpm kitchen sink faucet with 9-5/16"" gooseneck spout, aerated flow and lever handles",$332.60,/en/products/commercial/shop-commercial-faucets/triton-bowe-1-5-gpm-kitchen-sink-faucet-with-9-5-16-gooseneck-spout-aerated-flow-and-lever-handles-815t70-4aha?skuId=815T70-4AHA-CP,kohler\K-815T70-4AHA-CP.jpg,Polished Chrome
Triton® Bowe®,"1.0 gpm widespread bathroom sink faucet with aerated flow, gooseneck spout and wristblade handles, drain not included",$324.50,/en/products/commercial/shop-commercial-faucets/triton-bowe-1-0-gpm-widespread-bathroom-sink-faucet-with-aerated-flow-gooseneck-spout-and-wristblade-handles-drain-not-included-800t70-5aka?skuId=800T70-5AKA-CP,kohler\K-800T70-5AKA-CP.jpg,Polished Chrome
Gooseneck,"Touchless single-hole lavatory faucet with Insight™ sensor technology and temperature mixer, DC-powered, 0.5 gpm",$648.45,/en/products/commercial/shop-commercial-faucets/gooseneck-single-hole-touchless-dc-powered-commercial-faucet-with-insight-technology-and-temperature-mixer-13472?skuId=13472-CP,kohler\K-13472-CP.jpg,"Polished Chrome,Vibrant Stainless"
Components®,"Touchless single-hole lavatory faucet with Kinesis® sensor technology and temperature mixer, DC-powered, 0.5 gpm",$925.00,/en/products/commercial/shop-commercial-faucets/components-touchless-single-hole-lavatory-faucet-with-kinesis-sensor-technology-and-temperature-mixer-dc-powered-0-5-gpm-104m37-sana?skuId=104M37-SANA-CP,kohler\K-104M37-SANA-CP.jpg,Polished Chrome
Oblo®,"Touchless bathroom sink faucet with Kinesis® sensor technology, AC-powered",$642.10,/en/products/commercial/shop-commercial-faucets/oblo-touchless-bathroom-sink-faycet-w-kinesis-sensor-technology-ac-powered-103b76-sana?skuId=103B76-SANA-CP,kohler\K-103B76-SANA-CP.jpg,"Polished Chrome,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Matte Black"
Oblo® Tall,"Touchless faucet with Kinesis® sensor technology and temperature mixer, Hybrid-powered","$1,168.10",/en/products/commercial/shop-commercial-faucets/oblo-tall-touchless-faucet-with-kinesis-sensor-technology-and-temperature-mixer-hybrid-powered-106b87-sana?skuId=106B87-SANA-CP,kohler\K-106B87-SANA-CP.jpg,Polished Chrome
Kumin®,"Touchless faucet with Kinesis® sensor technology, AC-powered",$457.75,/en/products/commercial/shop-commercial-faucets/kumin-touchless-bathroom-sink-faucet-w-kinesis-sensor-technology-ac-powered-103k36-sana?skuId=103K36-SANA-CP,kohler\K-103K36-SANA-CP.jpg,"Polished Chrome,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Matte Black"
Strayt™,"Touchless faucet with Kinesis® sensor technology, Hybrid-powered",$795.95,/en/products/commercial/shop-commercial-faucets/strayt-touchless-faucet-with-kinesis-sensor-technology-hybrid-powered-106s36-sana?skuId=106S36-SANA-CP,kohler\K-106S36-SANA-CP.jpg,Polished Chrome
Triton®,Built-in bedpan washer with washer standard sprayhead and handle,"$1,128.65",/en/products/commercial/shop-commercial-faucets/triton-built-in-bedpan-washer-with-washer-standard-sprayhead-and-handle-13931-2a?skuId=13931-2A-CP,kohler\K-13931-2A-CP.jpg,Polished Chrome
Triton® Bowe®,"1.5 gpm kitchen sink faucet with 9-5/16"" gooseneck spout, aerated flow and wristblade handles",$321.30,/en/products/commercial/shop-commercial-faucets/triton-bowe-1-5-gpm-kitchen-sink-faucet-with-9-5-16-gooseneck-spout-aerated-flow-and-wristblade-handles-810t70-5aha?skuId=810T70-5AHA-CP,kohler\K-810T70-5AHA-CP.jpg,Polished Chrome
Triton® Bowe®,"1.0 gpm centerset bathroom sink faucet with laminar flow and wristblade handles, drain not included",$181.55,/en/products/commercial/shop-commercial-faucets/triton-bowe-1-0-gpm-centerset-bathroom-sink-faucet-with-laminar-flow-and-wristblade-handles-drain-not-included-400t20-5akl?skuId=400T20-5AKL-CP,kohler\K-400T20-5AKL-CP.jpg,Polished Chrome
Triton®,"Wall-mount valve trim with push button diverter and standard handles, requires valve",$222.15,/en/products/commercial/shop-commercial-faucets/triton-wall-mount-valve-trim-with-push-button-diverter-and-standard-handles-requires-valve-t7751-2?skuId=T7751-2-CP,kohler\K-T7751-2-CP.jpg,Polished Chrome
Composed®,"Touchless lavatory faucets and soap dispensers with Kinesis® sensor technology, AC-powered, 0.5 gpm","$2,573.00",/en/products/commercial/shop-commercial-faucets/composed-touchless-lavatory-faucets-and-soap-dispensers-with-kinesis-sensor-technology-ac-powered-0-5-gpm-181032-bc1?skuId=181032-BC1-CP,kohler\K-181032-BC1-CP.jpg,Polished Chrome
Triton®,Standard handles for widespread base faucet,$170.75,/en/products/commercial/shop-commercial-faucets/triton-standard-handles-for-widespread-base-faucet-16012-2?skuId=16012-2-CP,kohler\K-16012-2-CP.jpg,Polished Chrome
Triton® Bowe®,"1.5 gpm kitchen sink faucet with 8-3/16"" swing spout, aerated flow and wristblade handles",$292.95,/en/products/commercial/shop-commercial-faucets/triton-bowe-1-5-gpm-kitchen-sink-faucet-with-8-3-16-swing-spout-swing-spout-aerated-flow-and-wristblade-handles-810t20-5aha?skuId=810T20-5AHA-CP,kohler\K-810T20-5AHA-CP.jpg,Polished Chrome
Kumin® Curve,"Touchless lavatory faucet and soap dispenser with Kinesis® sensor technology, AC-powered, 0.5 gpm","$1,447.00",/en/products/commercial/shop-commercial-faucets/kumin-curve-touchless-lavatory-faucet-and-soap-dispenser-with-kinesis-sensor-technology-ac-powered-0-5-gpm-181029-bk1?skuId=181029-BK1-CP,kohler\K-181029-BK1-CP.jpg,Polished Chrome
Triton® Bowe®,"1.0 gpm monoblock gooseneck bathroom sink faucet with aerated flow and lever handles, drain not included",$320.25,/en/products/commercial/shop-commercial-faucets/triton-bowe-monoblock-gooseneck-lever-100t70-4aka?skuId=100T70-4AKA-CP,kohler\K-100T70-4AKA-CP.jpg,Polished Chrome
Components®,"Touchless single-hole lavatory faucet with Kinesis® sensor technology, DC-powered, 0.35 gpm",$875.00,/en/products/commercial/shop-commercial-faucets/components-touchless-single-hole-lavatory-faucet-with-kinesis-sensor-technology-dc-powered-0-35-gpm-104m36-sata?skuId=104M36-SATA-CP,kohler\K-104M36-SATA-CP.jpg,Polished Chrome
Triton® Bowe®,"Widespread lavatory faucet, less drain, 0.35 gpm",$267.25,/en/products/commercial/shop-commercial-faucets/triton-bowe-widespread-lavatory-faucet-less-drain-0-35-gpm-800t20-4ata?skuId=800T20-4ATA-CP,kohler\K-800T20-4ATA-CP.jpg,Polished Chrome
July™,"Centerset commercial lavatory faucet with ground joints, grid drain, 0.5 gpm spray and 3-1/4"" lever handle",$198.10,/en/products/commercial/shop-commercial-faucets/july-single-handle-commercial-bathroom-sink-faucet-with-grid-drain-97283-4?skuId=97283-4-CP,kohler\K-97283-4-CP.jpg,Polished Chrome
Loure®,"Touchless faucet with Kinesis® sensor technology, DC-powered",$653.15,/en/products/commercial/shop-commercial-faucets/lour-touchless-bathroom-sink-w-kineses-sensor-technology-dc-powered-104l76-sanl?skuId=104L76-SANL-CP,kohler\K-104L76-SANL-CP.jpg,Polished Chrome
Triton®,Wristblade lever handles for widespread base faucet,$207.75,/en/products/commercial/shop-commercial-faucets/triton-wristblade-lever-handles-for-widespread-base-faucet-16012-5?skuId=16012-5-CP,kohler\K-16012-5-CP.jpg,Polished Chrome
Oblo®,"Touchless faucet with Kinesis® sensor technology, Hybrid-powered",$942.10,/en/products/commercial/shop-commercial-faucets/oblo-touchless-faucet-with-kinesis-sensor-technology-hybrid-powered-106b76-sana?skuId=106B76-SANA-CP,kohler\K-106B76-SANA-CP.jpg,Polished Chrome
Triton® Bowe®,"0.5 gpm widespread bathroom sink faucet with aerated flow and lever handles, drain not included",$267.25,/en/products/commercial/shop-commercial-faucets/triton-bowe-0-5-gpm-widespread-bathroom-sink-faucet-with-aerated-flow-and-lever-handles-drain-not-included-800t20-4ana?skuId=800T20-4ANA-CP,kohler\K-800T20-4ANA-CP.jpg,Polished Chrome
Triton® Bowe®,"Centerset lavatory faucet, less drain, 0.35 gpm",$227.30,/en/products/commercial/shop-commercial-faucets/triton-bowe-centerset-lavatory-faucet-less-drain-0-35-gpm-400t70-5ata?skuId=400T70-5ATA-CP,kohler\K-400T70-5ATA-CP.jpg,Polished Chrome
Components®,"Touchless single-hole lavatory faucet with Kinesis® sensor technology, AC-powered, 0.5 gpm",$850.00,/en/products/commercial/shop-commercial-faucets/components-touchless-single-hole-lavatory-faucet-with-kinesis-sensor-technology-ac-powered-0-5-gpm-103m36-sanl?skuId=103M36-SANL-CP,kohler\K-103M36-SANL-CP.jpg,Polished Chrome
Triton®,"Wall-mount valve trim with push button diverter and lever handles, requires valve",$187.75,/en/products/commercial/shop-commercial-faucets/triton-wall-mount-valve-trim-with-push-button-diverter-and-lever-handles-requires-valve-t7751-4?skuId=T7751-4-CP,kohler\K-T7751-4-CP.jpg,Polished Chrome
Oblo®,"Touchless faucet with Kinesis® sensor technology and temperature mixer, Hybrid-powered","$1,000.00",/en/products/commercial/shop-commercial-faucets/oblo-touchless-faucet-with-kinesis-sensor-technology-and-temperature-mixer-hybrid-powered-106b77-sana?skuId=106B77-SANA-CP,kohler\K-106B77-SANA-CP.jpg,Polished Chrome
Composed®,"Touchless faucet with Kinesis® sensor technology, DC-powered",$913.55,/en/products/commercial/shop-commercial-faucets/composed-touchless-bathroom-sink-faucet-w-kinesis-sensor-technology-dc-powered-104c36-sana?skuId=104C36-SANA-CP,kohler\K-104C36-SANA-CP.jpg,Polished Chrome
Triton® Bowe®,"0.5 gpm widespread bathroom sink faucet with aerated flow, gooseneck spout and wristblade handles, drain not included",$324.50,/en/products/commercial/shop-commercial-faucets/triton-bowe-0-5-gpm-widespread-bathroom-sink-faucet-with-aerated-flow-gooseneck-spout-and-wristblade-handles-drain-not-included-800t70-5ana?skuId=800T70-5ANA-CP,kohler\K-800T70-5ANA-CP.jpg,Polished Chrome
Triton® Bowe®,"1.0 gpm centerset bathroom sink faucet with aerated flow, gooseneck spout and lever handles, drain not included",$215.90,/en/products/commercial/shop-commercial-faucets/triton-bowe-1-0-gpm-centerset-bathroom-sink-faucet-with-aerated-flow-gooseneck-spout-and-lever-handles-drain-not-included-400t70-4aka?skuId=400T70-4AKA-CP,kohler\K-400T70-4AKA-CP.jpg,Polished Chrome
Loure®,"Touchless faucet with Kinesis® sensor technology and temperature mixer, DC-powered",$691.40,/en/products/commercial/shop-commercial-faucets/loure-touchless-bathroom-sink-faucet-w-kinesis-sensor-technology-and-mixer-dc-powered-104l77-sanl?skuId=104L77-SANL-CP,kohler\K-104L77-SANL-CP.jpg,Polished Chrome
Triton®,Standard handles for centerset base faucet,$98.40,/en/products/commercial/shop-commercial-faucets/triton-standard-handles-for-centerset-base-faucet-16010-2?skuId=16010-2-CP,kohler\K-16010-2-CP.jpg,Polished Chrome
Triton® Bowe®,"0.5 gpm widespread bathroom sink faucet with laminar flow and wristblade handles, drain not included",$278.65,/en/products/commercial/shop-commercial-faucets/triton-bowe-0-5-gpm-widespread-bathroom-sink-faucet-with-laminar-flow-and-wristblade-handles-drain-not-included-800t20-5anl?skuId=800T20-5ANL-CP,kohler\K-800T20-5ANL-CP.jpg,Polished Chrome
Gooseneck,"Touchless faucet with Insight™ technology, DC-powered",$579.95,/en/products/commercial/shop-commercial-faucets/gooseneck-single-hole-touchless-dc-powered-commercial-faucet-with-insight-technology-13473?skuId=13473-CP,kohler\K-13473-CP.jpg,"Polished Chrome,Vibrant Stainless"
Components®,"Touchless wall-mount lavatory faucet with Kinesis® sensor technology, HES-powered, 0.5 gpm","$1,150.00",/en/products/commercial/shop-commercial-faucets/components-touchless-wall-mount-lavatory-faucet-with-kinesis-sensor-technology-hes-powered-0-5-gpm-126m36-sana?skuId=126M36-SANA-CP,kohler\K-126M36-SANA-CP.jpg,Polished Chrome
Triton® Bowe®,Sink faucet,$352.40,/en/products/commercial/shop-commercial-faucets/triton-bowe-sink-faucet-820t20-4afa?skuId=820T20-4AFA-CP,kohler\K-820T20-4AFA-CP.jpg,Polished Chrome
Composed®,"Touchless lavatory faucets and soap dispensers with Kinesis® sensor technology, AC-powered, 0.5 gpm","$3,834.00",/en/products/commercial/shop-commercial-faucets/composed-touchless-lavatory-faucets-and-soap-dispensers-with-kinesis-sensor-technology-ac-powered-0-5-gpm-181031-bc1?skuId=181031-BC1-CP,kohler\K-181031-BC1-CP.jpg,Polished Chrome
Components®,"Touchless single-hole lavatory faucet with Kinesis® sensor technology, HES-powered, 0.35 gpm","$1,150.00",/en/products/commercial/shop-commercial-faucets/components-touchless-single-hole-lavatory-faucet-with-kinesis-sensor-technology-hes-powered-0-35-gpm-106m36-sata?skuId=106M36-SATA-CP,kohler\K-106M36-SATA-CP.jpg,Polished Chrome
Triton® Bowe®,"0.5 gpm widespread bathroom sink faucet with aerated flow and wristblade handles, drain not included",$278.65,/en/products/commercial/shop-commercial-faucets/triton-bowe-0-5-gpm-widespread-bathroom-sink-faucet-with-aerated-flow-and-wristblade-handles-drain-not-included-800t20-5ana?skuId=800T20-5ANA-CP,kohler\K-800T20-5ANA-CP.jpg,Polished Chrome
Composed®,"Touchless faucet with Kinesis® sensor technology, Hybrid-powered","$1,156.80",/en/products/commercial/shop-commercial-faucets/composed-touchless-faucet-with-kinesis-sensor-technology-hybrid-powered-106c36-sana?skuId=106C36-SANA-CP,kohler\K-106C36-SANA-CP.jpg,Polished Chrome
Oblo®,"Touchless faucet with Kinesis® sensor technology, DC-powered",$671.15,/en/products/commercial/shop-commercial-faucets/oblo-faucet-w-kinesis-sensor-dc-powered-104b76-sana?skuId=104B76-SANA-CP,kohler\K-104B76-SANA-CP.jpg,Polished Chrome
Geometric,"Touchless single-hole lavatory faucet with Insight™ sensor technology and temperature mixer, HES-powered, less drain, 0.35 gpm",$982.30,/en/products/commercial/shop-commercial-faucets/geometric-touchless-single-hole-lavatory-faucet-with-insight-sensor-technology-and-temperature-mixer-hes-powered-less-drain-0-35-gpm-7517-sata?skuId=7517-SATA-CP,kohler\K-7517-SATA-CP.jpg,Polished Chrome
Oblo®,"Touchless single-hole lavatory faucet with Kinesis® sensor technology, DC-powered, less drain, 0.5 gpm",$475.00,/en/products/commercial/shop-commercial-faucets/oblo-touchless-single-hole-lavatory-faucet-with-kinesis-sensor-technology-dc-powered-less-drain-0-5-gpm-104bb76-sbna?skuId=104BB76-SBNA-CP,kohler\K-104BB76-SBNA-CP.jpg,Polished Chrome
Triton® Bowe®,Service sink faucet,$395.90,/en/products/commercial/shop-commercial-faucets/triton-bowe-service-sink-faucet-830t40-5a?skuId=830T40-5A-CP,kohler\K-830T40-5A-CP.jpg,Polished Chrome
Composed®,"Touchless lavatory faucets and soap dispensers with Kinesis® sensor technology, AC-powered, 0.5 gpm","$3,834.00",/en/products/commercial/shop-commercial-faucets/composed-touchless-lavatory-faucets-and-soap-dispensers-with-kinesis-sensor-technology-ac-powered-0-5-gpm-181028-bc1?skuId=181028-BC1-CP,kohler\K-181028-BC1-CP.jpg,Polished Chrome
Triton® Bowe®,"1.0 gpm centerset bathroom sink faucet with aerated flow and wristblade handles, drain not included",$181.55,/en/products/commercial/shop-commercial-faucets/triton-bowe-1-0-gpm-centerset-bathroom-sink-faucet-with-aerated-flow-and-wristblade-handles-drain-not-included-400t20-5aka?skuId=400T20-5AKA-CP,kohler\K-400T20-5AKA-CP.jpg,Polished Chrome
Loure®,"Touchless faucet with Kinesis® sensor technology, AC-powered",$641.70,/en/products/commercial/shop-commercial-faucets/loure-touchless-bathroom-sink-faucet-w-kinesis-sensor-technology-ac-powered-103l76-sanl?skuId=103L76-SANL-CP,kohler\K-103L76-SANL-CP.jpg,"Polished Chrome,Vibrant Brushed Moderne Brass,Vibrant Brushed Nickel,Matte Black"
Composed®,"Wall-mount touchless bathroom sink faucet with Kinesis® sensor technology, DC-powered",$765.95,/en/products/commercial/shop-commercial-faucets/composed-wall-mount-touchless-bathroom-sink-faucet-with-kinesis-sensor-technology-dc-powered-124c36-sana?skuId=124C36-SANA-CP,kohler\K-124C36-SANA-CP.jpg,"Polished Chrome,Vibrant Brushed Nickel,Matte Black"
Triton® Bowe®,"1.0 gpm widespread bathroom sink faucet with laminar flow, gooseneck spout and wristblade handles, drain not included",$324.50,/en/products/commercial/shop-commercial-faucets/triton-bowe-1-0-gpm-widespread-bathroom-sink-faucet-with-laminar-flow-gooseneck-spout-and-wristblade-handles-drain-not-included-800t70-5akl?skuId=800T70-5AKL-CP,kohler\K-800T70-5AKL-CP.jpg,Polished Chrome
Sculpted,"Touchless single-hole lavatory faucet with Insight™ sensor technology, DC-powered, less drain, 0.35 gpm",$533.80,/en/products/commercial/shop-commercial-faucets/sculpted-touchless-single-hole-lavatory-faucet-with-insight-sensor-technology-dc-powered-less-drain-0-35-gpm-13461-sata?skuId=13461-SATA-CP,kohler\K-13461-SATA-CP.jpg,Polished Chrome
Composed®,"Touchless lavatory faucets and soap dispensers with Kinesis® sensor technology, AC-powered, 0.5 gpm","$2,573.00",/en/products/commercial/shop-commercial-faucets/composed-touchless-lavatory-faucets-and-soap-dispensers-with-kinesis-sensor-technology-ac-powered-0-5-gpm-181030-bc1?skuId=181030-BC1-CP,kohler\K-181030-BC1-CP.jpg,Polished Chrome
Streamline deck-mount faucet with Insight™ technology,Streamline deck-mount faucet with Insight™ technology,"$1,096.55",/en/products/commercial/shop-commercial-faucets/streamline-single-hole-touchless-electronic-deck-mount-faucet-with-insight-technology-and-mixer-less-drain-complies-with-buy-america-act-baa-and-ab1953-45344-ba?skuId=45344-BA-CP,kohler\K-45344-BA-CP.jpg,Polished Chrome
Triton® Bowe®,Sink faucet,$450.30,/en/products/commercial/shop-commercial-faucets/triton-bowe-sink-faucet-830t70-5aea?skuId=830T70-5AEA-CP,kohler\K-830T70-5AEA-CP.jpg,Polished Chrome
Oblo® Tall,"Touchless faucet with Kinesis® sensor technology and temperature mixer, DC-powered",$902.15,/en/products/commercial/shop-commercial-faucets/oblo-tall-faucet-w-kinesis-sensor-and-mixer-dc-powered-104b87-sana?skuId=104B87-SANA-CP,kohler\K-104B87-SANA-CP.jpg,Polished Chrome
Bubbler,Bubbler,$467.70,/en/products/commercial/shop-commercial-faucets/bubbler-7524?skuId=7524-CP,kohler\K-7524-CP.jpg,Polished Chrome
Triton® Bowe®,"1.8 gpm kitchen sink faucet with 9-5/16"" gooseneck spout, matching finish sidespray, aerated flow and wristblade handles",$377.85,/en/products/commercial/shop-commercial-faucets/triton-bowe-faucet-blade-handles-gooseneck-810t71-5afa?skuId=810T71-5AFA-CP,kohler\K-810T71-5AFA-CP.jpg,Polished Chrome
Kumin® Curve,"Touchless lavatory faucets and soap dispensers with Kinesis® sensor technology, AC-powered, 0.5 gpm","$2,573.00",/en/products/commercial/shop-commercial-faucets/kumin-curve-touchless-lavatory-faucets-and-soap-dispensers-with-kinesis-sensor-technology-ac-powered-0-5-gpm-181030-bk1?skuId=181030-BK1-CP,kohler\K-181030-BK1-CP.jpg,Polished Chrome
